ville;quartier;prix;surface;;nombre_de_chambres;nombre_de_salles_de_bain;etage;terrasse;garage;ascenseur;piscine;securite;quartier_key;lat;lon;nb_ecoles;nb_hopitaux;nb_pharmacies;nb_mosquees;nb_banques;nb_centres_commerciaux;prix_m2_quartier;score_commodites;bien_appartement;bien_bureau;bien_ferme;bien_local_commercial;bien_logement;bien_maison;bien_riad;bien_terrain;bien_villa
agadir;haut founty;1750000.0;107.0;;2.0;2.0;5.0;0;0;1;0;1;agadir_haut founty;30.4171311;-9.5992446;8;5;29;7;32;1;10778.533510285337;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;founti;1282240.0;110.0;;3.0;1.0;1.0;0;0;0;0;1;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;True;False;False;False;False;False
agadir;al wifaq;250000.0;188.0;;3.0;3.0;1.0;0;0;1;0;1;agadir_al wifaq;30.4171311;-9.5992446;8;5;29;7;32;1;15416.231505657091;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;ben serguaou;13900000.0;430.0;;5.0;4.0;3.0;1;1;0;1;1;agadir_ben serguaou;30.3895827;-9.5759264;10;1;22;4;1;2;5459.825885547702;-0.3260242399771386;False;False;False;False;False;False;True;False;False
agadir;charaf;2200000.0;150.0;;8.0;2.0;3.0;1;1;1;0;0;agadir_charaf;30.4171311;-9.5992446;8;5;29;7;32;1;18516.058394160584;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;hay houda;840000.0;70.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;abattoirs;896000.0;64.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;hay houda;935000.0;85.0;;3.0;2.0;3.0;0;1;1;1;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;ben serguaou;3900000.0;310.0;;4.0;4.0;3.0;1;1;0;1;1;agadir_ben serguaou;30.3895827;-9.5759264;10;1;22;4;1;2;5459.825885547702;-0.3260242399771386;False;False;False;False;False;False;False;False;True
agadir;charaf;2920000.0;150.0;;3.0;2.0;3.0;1;1;0;0;0;agadir_charaf;30.4171311;-9.5992446;8;5;29;7;32;1;18516.058394160584;-0.06600453578194536;False;False;False;False;False;True;False;False;False
agadir;hay houda;1320000.0;96.0;;3.0;2.0;3.0;0;1;1;1;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay houda;935000.0;69.0;;2.0;2.0;3.0;0;1;1;1;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay salam;850000.0;83.0;;2.0;1.0;3.0;0;0;1;0;0;agadir_hay salam;30.4018377;-9.548865;14;3;46;7;7;0;10546.175373134329;-0.18784581029199887;True;False;False;False;False;False;False;False;False
agadir;founti;2290000.0;102.0;;2.0;1.0;3.0;1;1;1;1;1;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;True;False;False;False;False;False;False;False;False
agadir;secteur touristique;3900000.0;180.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_secteur touristique;30.4171311;-9.5992446;8;5;29;7;32;1;13355.786490316486;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;illigh;4900000.0;270.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_illigh;30.4171311;-9.5992446;8;5;29;7;32;1;10347.640375792003;-0.06600453578194536;False;False;False;False;False;False;False;False;True
agadir;illigh;9000000.0;1787.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_illigh;30.4171311;-9.5992446;8;5;29;7;32;1;10347.640375792003;-0.06600453578194536;False;False;False;False;False;False;False;True;False
agadir;tilila;21000.0;300.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_tilila;30.378481;-9.5031971;12;1;23;3;1;0;16034.82772516623;-0.616536364991854;False;False;False;False;False;False;False;True;False
agadir;taddart;1325000.0;33.0;;3.0;1.0;3.0;0;1;0;0;1;agadir_taddart;30.4251702;-9.5985232;13;7;26;5;31;1;21898.39572192513;0.01831847503515649;False;False;False;True;False;False;False;False;False
agadir;abattoirs;1700000.0;80.0;;3.0;1.0;3.0;1;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;False;False;True;False;False;False
agadir;hay mohammadi;1050000.0;70.0;;2.0;2.0;2.0;1;1;1;0;1;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;secteur touristique;6550000.0;240.0;;3.0;4.0;3.0;1;1;1;0;0;agadir_secteur touristique;30.4171311;-9.5992446;8;5;29;7;32;1;13355.786490316486;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;hay massira;1680000.0;97.0;;3.0;3.0;3.0;1;1;1;0;1;agadir_hay massira;30.4105866;-9.5671297;19;4;52;14;9;0;13807.16934487021;0.15077284575448308;True;False;False;False;False;False;False;False;False
agadir;al wifaq;450000.0;26.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_al wifaq;30.4171311;-9.5992446;8;5;29;7;32;1;15416.231505657091;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;hay houda;3300000.0;300.0;;6.0;4.0;3.0;1;0;0;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;False;False;False;False;False;True;False;False;False
agadir;founti;3740000.0;312.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;False;False;False;False;True;False
agadir;secteur touristique;5500000.0;350.0;;6.0;6.0;3.0;1;1;0;1;0;agadir_secteur touristique;30.4171311;-9.5992446;8;5;29;7;32;1;13355.786490316486;-0.06600453578194536;False;False;False;False;False;False;False;False;True
agadir;hay houda;875000.0;66.0;;2.0;2.0;3.0;0;1;1;1;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;abattoirs;854000.0;61.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;hay houda;1320000.0;96.0;;3.0;2.0;3.0;0;1;1;1;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay houda;1000000.0;33.0;;3.0;1.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;False;False;False;True;False;False;False;False;False
agadir;abattoirs;994000.0;71.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;hay houda;985000.0;78.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay houda;805000.0;67.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay houda;901000.0;71.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;secteur touristique;1650000.0;119.0;;3.0;2.0;2.0;0;0;1;0;1;agadir_secteur touristique;30.4171311;-9.5992446;8;5;29;7;32;1;13355.786490316486;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;hay mohammadi;5550000.0;1092.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;False;False;False;False;False;False;False;True;False
agadir;hay mohammadi;1280000.0;110.0;;3.0;2.0;2.0;0;1;1;0;1;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;illigh;7140000.0;1190.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_illigh;30.4171311;-9.5992446;8;5;29;7;32;1;10347.640375792003;-0.06600453578194536;False;False;False;False;False;False;False;True;False
agadir;founti;7600000.0;361.0;;3.0;3.0;3.0;0;0;0;1;0;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;False;False;False;False;False;True
agadir;founti;9000000.0;960.0;;4.0;3.0;3.0;0;1;0;1;0;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;False;False;False;False;False;True
agadir;hay zaytoun;3000000.0;260.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_hay zaytoun;30.396988084725;-9.536147233814;10;3;27;5;2;0;14624.846248462483;-0.4796990397910597;False;False;False;False;False;True;False;False;False
agadir;al wifaq;2600000.0;120.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_al wifaq;30.4171311;-9.5992446;8;5;29;7;32;1;15416.231505657091;-0.06600453578194536;False;False;False;False;False;True;False;False;False
agadir;illigh;7400000.0;1100.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_illigh;30.4171311;-9.5992446;8;5;29;7;32;1;10347.640375792003;-0.06600453578194536;False;False;False;False;False;False;False;True;False
agadir;haut founty;1100000.0;67.0;;2.0;1.0;4.0;0;0;1;0;0;agadir_haut founty;30.4171311;-9.5992446;8;5;29;7;32;1;10778.533510285337;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;hay mohammadi;1000000.0;71.0;;2.0;2.0;3.0;1;1;1;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;hay houda;3300000.0;98.0;;4.0;5.0;3.0;1;1;0;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;False;False;False;False;False;True;False;False;False
agadir;hay mohammadi;700000.0;36.0;;2.0;2.0;3.0;0;0;0;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;hay mohammadi;1100000.0;110.0;;2.0;2.0;5.0;1;1;1;1;1;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;abattoirs;780000.0;52.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;hay dakhla;630000.0;63.0;;3.0;1.0;3.0;0;0;0;0;1;agadir_hay dakhla;30.4102753;-9.5566133;19;1;44;11;5;0;11504.702194357367;-0.12958860028281896;False;True;False;False;False;False;False;False;False
agadir;abattoirs;3950000.0;300.0;;5.0;3.0;3.0;1;1;0;1;1;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;founti;2950000.0;134.0;;3.0;3.0;3.0;1;0;1;1;1;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;True;False;False;False;False;False;False;False;False
agadir;hay houda;1450000.0;132.0;;2.0;2.0;3.0;1;0;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;founti;1790000.0;73.0;;3.0;1.0;4.0;1;1;1;0;1;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;True;False;False;False;False;False;False;False
agadir;secteur touristique;2100000.0;85.0;;2.0;1.0;3.0;1;0;0;1;0;agadir_secteur touristique;30.4171311;-9.5992446;8;5;29;7;32;1;13355.786490316486;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;hay mohammadi;750000.0;56.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;False;False;False;False;False;False;False;True;False
agadir;founti;7500000.0;350.0;;3.0;3.0;3.0;0;0;0;0;0;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;False;False;False;False;False;True
agadir;talborjt;1600000.0;71.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_talborjt;30.4239962;-9.5911273;19;7;42;8;35;1;14423.81174277726;0.3335458823563072;False;False;False;True;False;False;False;False;False
agadir;hay houda;907000.0;71.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay houda;805000.0;67.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;abattoirs;938000.0;67.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;hay houda;483000.0;40.0;;1.0;1.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;abattoirs;1005000.0;67.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;hay houda;740000.0;70.0;;3.0;2.0;3.0;1;0;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay houda;700000.0;65.0;;2.0;2.0;3.0;1;0;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;tilila;3700000.0;150.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_tilila;30.378481;-9.5031971;12;1;23;3;1;0;16034.82772516623;-0.616536364991854;False;False;False;False;False;False;False;True;False
agadir;hay mohammadi;960000.0;80.0;;3.0;2.0;2.0;0;0;1;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;ben serguaou;1200000.0;110.0;;2.0;1.0;1.0;1;1;0;0;0;agadir_ben serguaou;30.3895827;-9.5759264;10;1;22;4;1;2;5459.825885547702;-0.3260242399771386;True;False;False;False;False;False;False;False;False
agadir;hay salam;850000.0;65.0;;2.0;1.0;3.0;0;0;1;0;1;agadir_hay salam;30.4018377;-9.548865;14;3;46;7;7;0;10546.175373134329;-0.18784581029199887;True;False;False;False;False;False;False;False;False
agadir;port;4200000.0;118.0;;2.0;2.0;3.0;1;1;1;1;0;agadir_port;30.4171311;-9.5992446;8;5;29;7;32;1;26082.474226804123;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;zone industrielle agadir;1350000.0;98.0;;2.0;2.0;2.0;0;1;1;0;1;agadir_zone industrielle agadir;33.5348682;-7.491963;0;0;3;1;0;0;16402.902557014513;-1.0620964878154935;True;False;False;False;False;False;False;False;False
agadir;tilila;3500000.0;240.0;;3.0;3.0;3.0;1;1;0;0;0;agadir_tilila;30.378481;-9.5031971;12;1;23;3;1;0;16034.82772516623;-0.616536364991854;False;False;False;False;False;False;False;False;True
agadir;hay mohammadi;850000.0;60.0;;2.0;1.0;2.0;0;0;0;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;tilila;19000.0;225.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_tilila;30.378481;-9.5031971;12;1;23;3;1;0;16034.82772516623;-0.616536364991854;False;False;False;False;False;False;False;True;False
agadir;hay mohammadi;600000.0;53.0;;2.0;2.0;2.0;0;1;1;0;1;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;amicales;750000.0;55.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_amicales;30.427109;-9.572715;24;5;41;10;9;0;16066.666666666666;0.08504756863724966;True;False;False;False;False;False;False;False;False
agadir;abattoirs;1490000.0;92.0;;2.0;1.0;6.0;0;0;1;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;hay salam;1150000.0;80.0;;2.0;1.0;2.0;0;1;1;0;1;agadir_hay salam;30.4018377;-9.548865;14;3;46;7;7;0;10546.175373134329;-0.18784581029199887;True;False;False;False;False;False;False;False;False
agadir;hay houda;1000000.0;95.0;;2.0;1.0;3.0;1;0;1;0;0;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay mohammadi;920000.0;102.0;;2.0;1.0;3.0;0;1;1;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;hay mohammadi;979000.0;89.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;haut founty;3000000.0;63.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_haut founty;30.4171311;-9.5992446;8;5;29;7;32;1;10778.533510285337;-0.06600453578194536;False;True;False;False;False;False;False;False;False
agadir;hay salam;13500.0;110.0;;3.0;2.0;1.0;1;0;1;0;0;agadir_hay salam;30.4018377;-9.548865;14;3;46;7;7;0;10546.175373134329;-0.18784581029199887;True;False;False;False;False;False;False;False;False
agadir;founti;2620000.0;50.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;True;False;False;False;False;False
agadir;founti;1452500.0;83.0;;3.0;1.0;4.0;0;1;1;0;0;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;True;False;False;False;False;False;False;False
agadir;founti;2553000.0;111.0;;3.0;1.0;3.0;1;0;1;0;0;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;True;False;False;False;False;False;False;False
agadir;founti;5100000.0;88.0;;3.0;1.0;3.0;0;1;0;0;0;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;True;False;False;False;False;False
agadir;hay houda;880000.0;69.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;abattoirs;896000.0;64.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;hay houda;843000.0;66.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay houda;798000.0;63.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay houda;948000.0;75.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay houda;1320000.0;96.0;;3.0;2.0;3.0;0;1;1;1;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;abattoirs;1125000.0;75.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;hay houda;708000.0;59.0;;2.0;1.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay salam;730000.0;62.0;;2.0;2.0;2.0;1;0;0;0;1;agadir_hay salam;30.4018377;-9.548865;14;3;46;7;7;0;10546.175373134329;-0.18784581029199887;True;False;False;False;False;False;False;False;False
agadir;founti;5900000.0;206.0;;3.0;2.0;3.0;0;0;0;0;1;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;True;False;False;False;False;False
agadir;hay mohammadi;2800000.0;203.0;;3.0;1.0;3.0;0;1;0;0;1;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;False;False;False;True;False;False;False;False;False
agadir;founti;5050000.0;135.0;;3.0;2.0;3.0;0;0;0;0;1;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;True;False;False;False;False;False
agadir;zone industrielle agadir;1160000.0;77.0;;3.0;1.0;3.0;0;1;1;0;1;agadir_zone industrielle agadir;33.5348682;-7.491963;0;0;3;1;0;0;16402.902557014513;-1.0620964878154935;False;True;False;False;False;False;False;False;False
agadir;hay mohammadi;860000.0;72.0;;3.0;2.0;2.0;0;0;0;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;founti;1400000.0;72.0;;3.0;1.0;3.0;0;1;1;0;1;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;True;False;False;False;False;False;False;False
agadir;hay zaytoun;1400000.0;200.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_hay zaytoun;30.396988084725;-9.536147233814;10;3;27;5;2;0;14624.846248462483;-0.4796990397910597;False;False;False;False;False;False;False;True;False
agadir;founti;7500000.0;393.0;;5.0;5.0;3.0;1;1;0;0;1;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;False;False;False;False;False;False;False;False;True
agadir;hay salam;1150000.0;65.0;;2.0;1.0;3.0;0;1;0;0;0;agadir_hay salam;30.4018377;-9.548865;14;3;46;7;7;0;10546.175373134329;-0.18784581029199887;False;False;False;False;False;True;False;False;False
agadir;hay mohammadi;780000.0;58.0;;2.0;1.0;5.0;0;0;1;0;1;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;cit adrar;460000.0;52.0;;3.0;1.0;2.0;0;0;0;0;0;agadir_cit adrar;30.4171311;-9.5992446;8;5;29;7;32;1;12471.816283924843;-0.06600453578194536;True;False;False;False;False;False;False;False;False
agadir;founti;1950000.0;90.0;;3.0;2.0;3.0;0;1;1;1;0;agadir_founti;30.3958144;-9.5807517;11;1;21;2;4;2;16885.607697767962;-0.35022935950064626;True;False;False;False;False;False;False;False;False
agadir;hay mohammadi;2300000.0;150.0;;3.0;3.0;1.0;0;1;1;0;0;agadir_hay mohammadi;30.4402176;-9.5656659;12;1;15;3;3;0;10062.849074364609;-0.6744548436849627;True;False;False;False;False;False;False;False;False
agadir;hay dakhla;870000.0;83.0;;2.0;2.0;2.0;0;1;0;0;0;agadir_hay dakhla;30.4102753;-9.5566133;19;1;44;11;5;0;11504.702194357367;-0.12958860028281896;True;False;False;False;False;False;False;False;False
agadir;illigh;8000000.0;1600.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_illigh;30.4171311;-9.5992446;8;5;29;7;32;1;10347.640375792003;-0.06600453578194536;False;False;False;False;False;False;False;True;False
agadir;illigh;9850000.0;652.0;;7.0;6.0;3.0;1;1;0;1;1;agadir_illigh;30.4171311;-9.5992446;8;5;29;7;32;1;10347.640375792003;-0.06600453578194536;False;False;False;False;False;False;True;False;False
agadir;hay hassani;1350000.0;87.0;;2.0;2.0;2.0;1;1;1;1;1;agadir_hay hassani;30.4124009;-9.5840033;16;8;41;11;25;0;14853.801169590644;0.18727272600285916;True;False;False;False;False;False;False;False;False
agadir;hay houda;2100000.0;92.0;;7.0;4.0;3.0;1;0;0;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;haut anza;750000.0;110.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_haut anza;31.694521;-7.293901;0;0;0;0;0;0;13723.544973544973;-1.1102653801356612;False;False;False;False;False;False;False;True;False
agadir;secteur touristique;570000.0;500.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_secteur touristique;30.4171311;-9.5992446;8;5;29;7;32;1;13355.786490316486;-0.06600453578194536;False;False;False;False;False;False;False;True;False
agadir;amsernate;13500.0;437.0;;3.0;2.0;3.0;0;0;0;0;0;agadir_amsernate;30.416683;-9.5798254;23;7;53;13;20;1;4728.740157480315;0.529496306308582;False;False;False;False;False;False;False;True;False
agadir;hay houda;880000.0;73.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;hay salam;770000.0;77.0;;2.0;2.0;3.0;0;0;1;0;0;agadir_hay salam;30.4018377;-9.548865;14;3;46;7;7;0;10546.175373134329;-0.18784581029199887;True;False;False;False;False;False;False;False;False
agadir;hay houda;950000.0;75.0;;2.0;2.0;3.0;0;1;1;0;1;agadir_hay houda;30.399277;-9.5380547;12;3;30;6;2;0;15202.939513849631;-0.4007898467342485;True;False;False;False;False;False;False;False;False
agadir;abattoirs;854000.0;61.0;;3.0;1.0;3.0;0;0;0;0;0;agadir_abattoirs;30.4171311;-9.5992446;8;5;29;7;32;1;10505.457025920874;-0.06600453578194536;False;False;False;True;False;False;False;False;False
agadir;siusse;6000000.0;500.0;;3.0;2.0;3.0;0;1;0;0;0;agadir_siusse;30.4171311;-9.5992446;8;5;29;7;32;1;23682.653876898483;-0.06600453578194536;True;False;False;False;False;False;False;False;False
